2019-7-5/3-40,21,22,73.8012347950604,213
2019-7-5/3-50,21,22,73.8008125606007,214
2019-7-5/4-0,21,22,73.8019052319499,215
2019-7-5/4-10,21,22,73.8017764930336,216
2019-7-5/4-20,21,22,73.801035683176,217
2019-7-5/4-30,21,22,73.8010598616141,218
2019-7-5/4-40,21,22,73.801718928241,219
2019-7-5/4-50,21,22,73.8014759612383,220
2019-7-5/5-0,21,22,73.8015685015583,221
2019-7-5/5-10,21,22,73.8015344642246,222
2019-7-5/5-20,21,22,73.802011274246,223
2019-7-5/5-30,21,22,73.8004830266756,224
2019-7-5/5-40,21,22,73.8017134855906,225
2019-7-5/5-50,21,22,73.8015183359115,226
2019-7-5/6-0,21,22,73.8013085288164,227
2019-7-5/6-10,21,22,73.8013427905433,228
2019-7-5/6-20,21,22,73.8017703715239,229
2019-7-5/6-30,21,22,73.8010514681937,230
2019-7-5/6-40,21,22,73.8010307851334,231
2019-7-5/6-50,21,22,73.8021846558357,232
2019-7-5/7-0,21,22,73.8015306575474,233
2019-7-5/7-10,21,22,73.8011537131988,234
2019-7-5/7-20,21,22,73.8021120053516,235
2019-7-5/7-30,21,22,73.8005635421375,236
2019-7-5/7-40,21,22,73.801324090219,237
2019-7-5/7-50,21,22,73.8015210740559,238
2019-7-5/8-0,21,22,73.8007636887363,239
2019-7-5/8-10,21,22,73.8022950760119,240
2019-7-5/8-20,21,22,73.8005144782056,241
2019-7-5/8-30,21,22,73.8010312192783,242
2019-7-5/8-40,21,22,73.8016622976308,243
2019-7-5/8-50,21,22,73.8012745673642,244
2019-7-5/9-0,21,22,73.8011576760488,245
2019-7-5/9-10,21,22,73.8018938351427,246
2019-7-5/9-20,21,22,73.8008768390675,247
2019-7-5/9-30,21,22,73.8017616789652,248
2019-7-5/9-40,21,22,73.8015444817802,249
2019-7-5/9-50,21,22,73.8006514706201,250
2019-7-5/10-0,21,22,73.8014725886107,251
2019-7-5/10-10,21,22,73.8017016208117,252
2019-7-5/10-20,21,22,73.8022225831791,253
2019-7-5/10-30,21,22,73.8089504945895,254
2019-7-5/10-40,21,22,73.8001509136775,255
2019-7-5/10-50,21,22,73.803078727769,256
2019-7-5/11-0,21,22,73.8092194738635,257
2019-7-5/11-10,21,22,73.8077611091804,258
2019-7-5/11-20,21,22,73.8119102114591,259
2019-7-5/11-30,21,22,73.8009870921231,260
2019-7-5/11-40,21,22,73.8012753465549,261
2019-7-5/11-50,21,22,73.8015207623972,262
2019-7-5/12-0,21,22,73.8019418707019,263
2019-7-5/12-10,21,22,73.8019486486145,264
2019-7-5/12-20,21,22,73.8013507158945,265
2019-7-5/12-30,21,22,73.8019275469009,266
2019-7-5/12-40,21,22,73.8004103143197,267
2019-7-5/12-50,21,22,73.8008906653816,268
2019-7-5/13-0,21,22,73.8016442998943,269
2019-7-5/13-10,21,22,73.8018115524233,270
2019-7-5/13-20,21,22,73.801520372824,271
2019-7-5/13-30,21,22,73.8014657765626,272
2019-7-5/13-40,21,22,73.8013362343078,273
2019-7-5/13-50,21,22,73.8020823460654,274
